City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Ust-Nera,64.57,143.2,62.83,39,88,5.82,RU,1595027243
Broken Hill,-31.95,141.43,41.0,52,63,8.05,AU,1595027244
Liverpool,53.41,-2.98,64.4,82,40,12.75,GB,1595027176
Dagda,56.1,27.54,54.14,72,0,1.81,LV,1595027244
Bathsheba,13.22,-59.52,84.2,70,40,11.41,BB,1595027244
Dunedin,-45.87,170.5,45.0,75,7,15.01,NZ,1595027244
Vilhena,-12.74,-60.15,72.88,41,0,2.77,BR,1595027244
Santa Maria,-29.68,-53.81,59.54,96,38,5.93,BR,1595027244
Shitanjing,39.23,106.34,64.17,53,68,13.18,CN,1595027245
Laas,46.62,10.7,51.8,87,40,5.82,IT,1595027245
Plácido de Castro,-10.34,-67.19,78.67,56,1,1.19,BR,1595027245
Mehamn,71.04,27.85,59.81,67,100,11.61,NO,1595027245
Carutapera,-1.2,-46.02,75.18,92,5,4.79,BR,1595027245
Genhe,50.78,121.52,67.05,87,75,1.16,CN,1595027245
Husavik,66.04,-17.34,44.6,81,90,19.46,IS,1595027246
Black River,18.03,-77.85,80.6,88,40,3.36,JM,1595027246
Kaitangata,-46.28,169.85,34.0,72,0,4.0,NZ,1595027246
Luwuk,-0.95,122.79,78.12,77,3,4.41,ID,1595027246
Río Gallegos,-51.62,-69.22,33.8,100,90,13.87,AR,1595027246
Newala,-10.94,39.28,58.12,81,34,4.34,TZ,1595027246
Yulara,-25.24,130.99,37.4,44,0,6.93,AU,1595027247
Sampit,-2.53,112.95,73.69,97,29,1.3,ID,1595027247
Cherskiy,68.75,161.3,55.18,63,74,8.95,RU,1595027247
Chala,-7.58,31.27,48.2,81,5,16.11,TZ,1595027247
Isangel,-19.55,169.27,75.2,69,20,6.93,VU,1595027247
Merauke,-8.47,140.33,77.43,74,29,14.7,ID,1595027247
Ylivieska,64.08,24.55,64.99,80,60,6.93,FI,1595027247
Nioro,13.35,-15.75,75.69,89,100,10.04,GM,1595027247
Coquimbo,-29.95,-71.34,53.6,76,66,2.24,CL,1595027181
Isla Mujeres,21.23,-86.73,87.8,66,40,6.93,MX,1595027248
Pangoa,-12.12,-73.0,69.51,94,39,1.9,PE,1595027248
Port Keats,-14.25,129.55,67.95,31,0,8.46,AU,1595027248
Elizabeth City,36.29,-76.25,91.4,66,1,6.93,US,1595027248
Namatanai,-3.67,152.43,83.55,71,89,8.57,PG,1595027248
Boueni,-12.9,45.08,77.0,69,20,17.22,YT,1595027249
Gazojak,41.19,61.4,82.08,19,0,8.88,TM,1595027249
Qaqortoq,60.72,-46.03,64.4,58,0,6.93,GL,1595027249
Mahon,39.89,4.27,69.8,77,20,4.7,ES,1595027249
Acapulco de Juárez,16.86,-99.89,87.8,70,5,11.41,MX,1595027106
La Rioja,42.25,-2.5,62.6,72,3,6.93,ES,1595027250
Grand Gaube,-20.01,57.66,66.0,79,1,3.0,MU,1595027250
Ilulissat,69.22,-51.1,53.6,46,0,5.82,GL,1595027250
Long Beach,33.77,-118.19,84.0,54,1,9.17,US,1595027250
Gold Coast,-28.0,153.43,66.0,62,0,8.01,AU,1595027164
Myre,69.1,15.95,53.6,81,91,17.22,NO,1595027250
Pangody,65.85,74.49,56.12,68,100,10.54,RU,1595027251
Omsukchan,62.53,155.8,50.38,79,67,5.39,RU,1595027251
Bonfim,3.08,-59.95,79.05,81,93,5.28,BR,1595027251
Guarujá,-23.99,-46.26,72.0,97,30,2.73,BR,1595027251
Tazovsky,67.47,78.7,46.24,81,36,4.74,RU,1595027251
Chicama,-7.84,-79.15,65.84,71,12,6.44,PE,1595027251
Black Forest,39.01,-104.7,86.0,18,75,4.7,US,1595027068
Broome,42.25,-75.83,80.01,50,1,6.93,US,1595027251
Pochutla,15.74,-96.47,89.6,59,20,6.31,MX,1595027252
Te Anau,-45.42,167.72,37.42,76,0,0.16,NZ,1595027252
Banda Aceh,5.56,95.32,78.46,82,100,8.12,ID,1595027252
San Rafael del Sur,11.85,-86.44,91.4,55,40,13.87,NI,1595027252
Beaverlodge,55.22,-119.44,62.6,59,75,21.92,CA,1595027252
São João da Barra,-21.64,-41.05,69.66,77,0,11.95,BR,1595027252
Ocampo,21.65,-101.5,74.64,27,30,11.59,MX,1595027253
Avigliana,45.08,7.4,73.99,58,64,3.85,IT,1595027253
Ventspils,57.39,21.56,51.8,100,0,4.25,LV,1595027253
Salalah,17.02,54.09,82.4,88,40,2.24,OM,1595027253
Rodino,52.5,80.25,66.34,75,51,12.66,RU,1595027253
Ayr,55.46,-4.63,55.4,93,75,5.82,GB,1595027253
Doliana,39.9,20.58,66.99,93,2,1.12,GR,1595027253
Ekhabi,53.51,142.97,59.97,91,100,4.85,RU,1595027253
Katangli,51.71,143.23,59.09,97,100,2.71,RU,1595027254
Tiksi,71.69,128.87,43.74,71,93,9.91,RU,1595027254
Marsá Maţrūḩ,31.35,27.25,75.2,83,20,6.93,EG,1595027254
Saint George,37.1,-113.58,104.0,12,1,11.41,US,1595026954
Codrington,-38.27,141.97,48.74,69,100,18.1,AU,1595027254
Standish,43.98,-83.96,87.8,40,40,12.75,US,1595027255
Ancud,-41.87,-73.82,48.2,100,90,12.75,CL,1595027255
Qui Nhon,13.77,109.23,79.27,84,20,4.09,VN,1595026968
Frontera,26.93,-101.45,95.65,30,54,19.53,MX,1595027255
Manokwari,-0.87,134.08,81.61,69,87,4.0,ID,1595027046
Leshukonskoye,64.9,45.76,51.35,97,3,4.76,RU,1595027255
Maniitsoq,65.42,-52.9,53.53,67,0,5.95,GL,1595027255
West Plains,36.73,-91.85,75.99,88,40,4.7,US,1595027256
Phan Thiet,10.93,108.1,77.27,88,27,4.12,VN,1595027256
Taltal,-25.4,-70.48,53.65,81,30,4.32,CL,1595027256
Gayny,60.31,54.32,57.88,92,0,4.34,RU,1595027256
Itarema,-2.92,-39.92,78.08,77,10,12.66,BR,1595027256
Jiaozuo,35.24,113.23,70.39,81,19,1.48,CN,1595027256
Bontang,0.13,117.5,77.05,88,43,6.26,ID,1595027080
Altamira,-3.2,-52.21,77.92,65,1,2.89,BR,1595027256
Barcelos,41.54,-8.62,87.01,69,0,4.88,PT,1595027089
Bǝrdǝ,40.37,47.13,75.4,50,0,1.66,AZ,1595027257
Mardin,37.31,40.74,76.6,32,0,3.65,TR,1595027257
Solnechnyy,50.72,136.63,73.42,78,59,2.04,RU,1595027257
Severo-Kuril'sk,50.68,156.12,52.56,84,100,9.69,RU,1595027257
Cidreira,-30.18,-50.21,60.55,87,83,12.59,BR,1595027257
Rome,43.21,-75.46,80.6,57,1,8.05,US,1595027103
Måløy,61.94,5.11,57.2,76,20,18.34,NO,1595027258
Paragominas,-2.97,-47.48,77.2,68,12,4.03,BR,1595027258
Longyan,25.11,117.02,78.3,80,95,3.42,CN,1595027258
Boshnyakovo,49.63,142.17,60.71,98,100,3.51,RU,1595027258
Carauari,-4.88,-66.9,81.09,66,95,0.92,BR,1595027258
Strezhevoy,60.73,77.59,57.2,82,22,2.24,RU,1595027258
Riachão do Jacuípe,-11.81,-39.39,68.25,91,88,10.51,BR,1595027258
Jiaozhou,36.28,120.0,73.99,88,90,2.24,CN,1595027258
Yinchuan,38.47,106.27,75.33,35,100,9.35,CN,1595027259
Sitka,57.05,-135.33,55.4,87,90,12.75,US,1595027259
San Quintín,30.48,-115.95,74.97,61,0,15.35,MX,1595027259
Kiomboi,-4.27,34.37,54.97,59,52,17.4,TZ,1595027259
Topchikha,52.82,83.12,60.8,63,3,6.71,RU,1595027259
Rosetown,51.55,-108.0,73.99,57,55,1.99,CA,1595027259
Pahrump,36.21,-115.98,107.01,11,0,7.0,US,1595027260
Smithers,54.78,-127.17,64.4,59,75,10.29,CA,1595027260
Najrān,17.49,44.13,91.4,19,40,10.29,SA,1595027260
Santa Lucía,27.91,-15.54,75.99,83,20,20.8,ES,1595027260
Riberalta,-10.98,-66.1,78.98,49,0,1.32,BO,1595027260
Huarmey,-10.07,-78.15,62.47,77,2,9.15,PE,1595027260
Balikpapan,-1.27,116.83,77.0,100,20,2.24,ID,1595027260
Ketchikan,55.34,-131.65,60.8,77,90,10.29,US,1595027177
Angoram,-4.06,144.07,79.02,89,69,2.44,PG,1595027261
Herat Province,34.5,62.0,77.14,24,0,29.42,AF,1595027261
Dongsheng,39.82,109.98,64.56,67,72,8.03,CN,1595027261
General Pico,-35.66,-63.76,54.57,76,95,10.07,AR,1595027261
Dwārka,22.24,68.97,83.79,86,18,10.22,IN,1595027261
Wakema,16.6,95.18,77.85,91,100,4.92,MM,1595027262
Khovd,48.01,91.64,62.37,49,0,0.67,MN,1595027262
Narón,43.52,-8.15,68.0,82,0,11.99,ES,1595027262
Mayo,38.89,-76.51,89.01,66,1,6.93,US,1595027262
Forio,40.73,13.86,73.0,81,47,10.49,IT,1595027262
Geraldton,-28.77,114.6,48.2,81,75,10.29,AU,1595027262
Pontes e Lacerda,-15.23,-59.34,76.17,30,0,2.42,BR,1595027262
Whitianga,-36.83,175.7,60.01,81,99,5.01,NZ,1595027263
Kurchum,48.57,83.65,69.71,56,0,4.7,KZ,1595027263
Sistranda,63.73,8.83,55.4,87,75,8.05,NO,1595027263
Manchester,53.48,-2.24,63.0,87,75,6.93,GB,1595027021
Deming,32.27,-107.76,96.8,16,1,6.02,US,1595027030
Tabou,4.42,-7.35,74.95,82,0,7.0,CI,1595027263
Lagan,45.39,47.37,80.01,46,100,6.98,RU,1595027263
Bayanday,53.07,105.51,53.73,85,77,8.25,RU,1595027263
Fortuna,40.6,-124.16,64.0,87,75,14.99,US,1595027264
Praia da Vitória,38.73,-27.07,69.8,88,75,10.67,PT,1595027264
Chara,56.91,118.26,57.65,80,100,0.56,RU,1595027264
San Cristobal,7.77,-72.22,87.8,52,40,9.17,VE,1595027128
Meïganga,6.52,14.3,63.86,95,90,2.82,CM,1595027264
Muisne,0.6,-80.03,75.54,89,99,12.55,EC,1595027264
Seymchan,62.88,152.43,52.36,75,100,6.6,RU,1595027264
Łobez,53.64,15.62,60.01,88,8,3.69,PL,1595027264
Medicine Hat,50.05,-110.67,77.0,44,75,6.93,CA,1595027265
Ixtapa,20.7,-105.2,87.01,70,20,10.29,MX,1595027265
Orlik,52.52,99.83,50.58,69,53,1.77,RU,1595027265
Teguise,29.06,-13.56,75.2,73,20,18.34,ES,1595027265
Mountain Home,43.13,-115.69,96.8,12,1,10.29,US,1595027265
São Gabriel da Cachoeira,-0.13,-67.09,74.88,95,73,1.48,BR,1595027265
Port Elizabeth,-33.92,25.57,44.6,65,0,4.7,ZA,1595027266
Aykhal,66.0,111.5,55.4,76,75,2.24,RU,1595027266
Salamiyah,35.01,37.05,65.71,88,0,9.13,SY,1595027266
Burhaniye,39.5,26.97,73.4,69,0,13.87,TR,1595027266
Kandrian,-6.22,149.55,75.96,95,100,8.21,PG,1595027266
Muli,2.92,73.57,84.18,70,89,7.0,MV,1595027266
Hay River,60.82,-115.8,66.2,68,75,10.29,CA,1595027266
Huanan,46.22,130.52,77.25,78,91,4.32,CN,1595027267
Grand-Santi,4.25,-54.38,80.96,68,96,2.8,GF,1595027267
Chui,-33.7,-53.46,57.45,94,98,10.67,UY,1595027267
Progreso,21.28,-89.67,87.01,70,75,4.7,MX,1595027267
Batticaloa,7.71,81.69,81.7,77,100,4.79,LK,1595027267
Carbondale,37.73,-89.22,75.2,88,1,5.57,US,1595027267
Sorong,-0.88,131.25,78.78,83,0,5.77,ID,1595027267
Dourdan,48.53,2.01,66.99,74,4,6.6,FR,1595027268
The Valley,18.22,-63.06,86.0,62,20,9.17,AI,1595027268
College,64.86,-147.8,68.0,59,75,9.17,US,1595027268
Taree,-31.9,152.47,57.0,82,90,8.05,AU,1595027268
Bilibino,68.05,166.44,59.18,66,96,8.68,RU,1595027268
Sayville,40.74,-73.08,81.0,83,90,8.05,US,1595027268
Djibo,14.1,-1.63,88.34,49,66,11.32,BF,1595027268
Kaeo,-35.1,173.78,60.01,3,100,1.99,NZ,1595027269
Pacific Grove,36.62,-121.92,71.01,60,1,14.99,US,1595027230
Magdalena,14.2,121.43,82.99,83,98,3.76,PH,1595027269
Choya,52.01,86.55,62.51,92,0,2.15,RU,1595027269
Miranda,3.25,-76.23,86.0,51,20,17.22,CO,1595027269
Bertoua,4.58,13.68,67.28,94,94,4.5,CM,1595027270
Baní,18.28,-70.33,82.0,83,75,9.17,DO,1595027270
Capaci,38.17,13.24,77.0,65,40,3.36,IT,1595027270
Biryusinsk,55.96,97.82,52.02,69,100,7.83,RU,1595027270
Coachella,33.68,-116.17,109.0,19,1,5.82,US,1595027270
Skibbereen,51.55,-9.27,57.2,100,90,10.29,IE,1595027270
Marystown,47.17,-55.15,56.61,79,8,6.11,CA,1595027147
Pingliang,35.54,106.69,62.02,79,100,18.66,CN,1595027270
Lompoc,34.64,-120.46,69.8,60,13,12.75,US,1595027271
Marzuq,14.4,46.47,85.46,31,98,3.91,YE,1595027271
Port Moresby,-9.44,147.18,77.0,83,40,14.99,PG,1595027271
Terney,45.05,136.61,74.32,67,0,6.53,RU,1595027271
Sabha,27.04,14.43,90.64,21,63,15.17,LY,1595027271
Acaraú,-2.89,-40.12,78.3,75,8,13.04,BR,1595027271
Dharmadam,11.78,75.43,76.6,85,100,4.74,IN,1595027271
Thale,51.75,11.05,60.01,84,7,1.86,DE,1595027272
Tessalit,20.2,1.01,94.33,13,0,11.23,ML,1595027272
Imeni Poliny Osipenko,52.42,136.49,67.06,79,64,4.68,RU,1595027272
Crixás,-14.55,-49.97,73.98,35,0,4.09,BR,1595027272
Mīnāb,27.15,57.08,89.6,75,79,2.24,IR,1595027272
Lagunas,-5.23,-75.68,79.12,72,30,0.49,PE,1595027272
Kāmāreddi,18.32,78.35,73.76,87,77,11.81,IN,1595027272
Hobyo,5.35,48.53,77.25,72,46,28.99,SO,1595027273
Amapá,1.0,-52.0,72.48,95,82,1.66,BR,1595027273
Ponta Delgada,37.73,-25.67,68.0,82,75,4.7,PT,1595027273
Belovo,54.42,86.3,53.38,86,1,7.96,RU,1595027273
Semey,50.41,80.23,75.2,57,36,11.18,KZ,1595027273
Manzanillo,20.34,-77.12,83.91,76,80,3.22,CU,1595027273
Edd,13.93,41.69,89.35,62,92,3.22,ER,1595027274
Chatrapur,19.35,84.98,82.45,80,98,11.9,IN,1595027274
Tomigusuku,26.18,127.67,84.0,94,75,8.05,JP,1595027274
Morayfield,-27.12,152.95,62.01,89,5,5.01,AU,1595027274
Wani,20.07,78.95,78.21,86,58,6.49,IN,1595027274
Karatau,43.17,70.47,79.57,19,11,7.65,KZ,1595027274
Bahsūma,29.22,77.97,84.09,71,43,7.7,IN,1595027274
Shintomi,32.08,131.47,71.6,94,40,5.82,JP,1595027275
Urmia,37.55,45.08,69.8,49,20,4.7,IR,1595027275
Lal'sk,60.74,47.59,55.4,96,0,3.36,RU,1595027275
Breves,-1.68,-50.48,79.25,71,54,2.01,BR,1595027275
Candelaria,13.93,121.42,82.99,82,95,3.18,PH,1595027275
Kapit,2.02,112.93,73.63,95,99,1.16,MY,1595027276
Chake Chake,-5.25,39.77,75.81,68,20,14.92,TZ,1595027276
Sechura,-5.56,-80.82,68.92,66,8,14.5,PE,1595027276
Port Lincoln,-34.73,135.87,57.97,50,100,19.57,AU,1595027276
Los Llanos de Aridane,28.66,-17.92,78.01,83,30,11.41,ES,1595027276
Bandarbeyla,9.49,50.81,81.97,47,78,27.27,SO,1595027276
Tura,25.52,90.22,74.41,98,100,4.81,IN,1595027277
Banyo,6.75,11.82,63.99,94,100,1.83,CM,1595027277
Shingū,33.73,135.98,76.5,91,26,3.53,JP,1595027277
Aranos,-24.13,19.12,45.91,49,0,11.21,NA,1595027277
Kolpashevo,58.31,82.91,51.22,83,0,2.82,RU,1595027277
Capitão Poço,-1.75,-47.06,73.04,96,28,5.39,BR,1595027277
Petropavlovsk-Kamchatskiy,53.05,158.65,68.0,64,57,4.47,RU,1595027278
Hurricane,37.18,-113.29,104.0,14,3,1.99,US,1595027252
Preobrazheniye,42.9,133.91,69.87,72,9,6.38,RU,1595027278
Alice Springs,-23.7,133.88,42.8,41,0,3.36,AU,1595027278
Forsytheganj,52.63,29.73,57.42,92,2,4.47,BY,1595027278
Yabrūd,33.97,36.66,68.0,72,0,19.46,SY,1595027278
Gazimurskiy Zavod,51.55,118.33,63.36,77,48,1.57,RU,1595027278
Longhua,23.61,114.19,80.55,84,98,1.83,CN,1595027278
Khorramshahr,30.44,48.17,95.0,32,0,6.93,IR,1595027279
Gravdal,68.12,13.5,54.9,80,94,18.75,NO,1595027279
Provincia di Imperia,43.97,7.78,73.0,94,20,5.82,IT,1595027279
Keetmanshoop,-26.58,18.13,53.6,17,0,9.17,NA,1595027279
Sobolevo,54.43,31.9,53.89,90,72,4.23,RU,1595027279
Nuevo Progreso,23.17,-97.95,88.0,56,4,10.0,MX,1595027279
Kundiawa,-6.02,144.97,68.23,74,100,2.48,PG,1595027279
Gunjur,13.2,-16.73,77.0,100,40,4.7,GM,1595027279
Iberia,29.95,-91.75,87.8,83,66,6.91,US,1595027280
Quelimane,-17.88,36.89,66.11,84,36,7.14,MZ,1595027280
Xai-Xai,-25.05,33.64,56.59,82,0,1.41,MZ,1595027280
Westport,41.14,-73.36,80.01,78,1,3.36,US,1595027162
Nuuk,64.18,-51.72,64.4,36,0,10.29,GL,1595027280
Golden,39.76,-105.22,91.99,15,75,6.93,US,1595027164
Emba,48.83,58.14,78.84,24,0,5.03,KZ,1595027281
Yuncheng,35.02,110.99,71.29,70,51,2.42,CN,1595027281
Talara,-4.58,-81.27,63.72,83,2,15.93,PE,1595027281
Boyolangu,-8.12,111.89,73.15,89,70,5.86,ID,1595027281
Honningsvåg,70.98,25.97,56.01,83,100,12.95,NO,1595027281
Santa Pola,38.19,-0.57,75.2,78,20,4.7,ES,1595027281
Dergaon,26.7,93.97,76.71,95,99,2.68,IN,1595027282
Kurumkan,54.3,110.3,56.77,63,13,1.92,RU,1595027282
Takanabe,32.13,131.5,71.6,94,40,5.82,JP,1595027282
Safi,32.3,-9.24,70.9,84,8,2.66,MA,1595027067
Maposeni,-10.58,35.4,55.4,76,20,5.82,TZ,1595027282
Andenes,69.31,16.12,53.6,81,94,17.22,NO,1595027282
Ürümqi,43.8,87.6,80.6,30,0,8.95,CN,1595027282
Dinghaicun,26.28,119.79,80.6,88,94,4.47,CN,1595027283
Aburi,5.85,-0.18,75.2,94,15,10.29,GH,1595027283
Coahuayana Viejo,18.73,-103.68,84.2,66,40,11.41,MX,1595027283
Ubari,26.59,12.78,87.55,18,35,3.94,LY,1595027283
Deputatsky,69.3,139.9,48.34,57,67,14.32,RU,1595027283
Okhotsk,59.38,143.3,57.2,89,98,5.41,RU,1595027283
High Prairie,55.43,-116.49,62.94,75,19,15.46,CA,1595027254
Flin Flon,54.77,-101.86,64.4,77,90,6.93,CA,1595027283
Katghora,22.5,82.55,80.51,74,17,2.33,IN,1595027284
Teluk Nibung,3.0,99.82,74.41,90,11,4.0,ID,1595027284
Arrondissement de Millau,44.08,2.92,62.6,63,20,6.93,FR,1595027284
Arlit,18.74,7.39,85.89,51,52,15.99,NE,1595027284
Sittwe,20.15,92.9,81.75,82,100,2.84,MM,1595027284
Cuamba,-14.8,36.54,57.29,87,40,6.64,MZ,1595027284
Piteå,65.32,21.48,60.8,93,100,9.17,SE,1595027285
